Unnamed: 0,timestamp,week,time,year,date,id,text,location,Hour,Day/night,longtitude,latitude
531,Fri Nov 08 21:14:36 +0000 2019,Fri,21:14:36,2019,Nov 08,1192913333822861312,"CONFISCATEDdid you idiots in Virginia get thatif you don\u2019t know what that means their going to take your guns.rid\u2026 https:\/\/t.co\/6mzOufnbMq""","""The real world""",21,0,-81.917908,36.686006
555,Fri Nov 08 22:18:33 +0000 2019,Fri,22:18:33,2019,Nov 08,1192929426746626048,"my car sounds like it's breaking apart &amp; im trying so hard to ignore it.""","""ny\u21c4va""",22,0,-76.627970,36.960216
555,Fri Nov 08 22:18:33 +0000 2019,Fri,22:18:33,2019,Nov 08,1192929426746626048,"my car sounds like it's breaking apart &amp; im trying so hard to ignore it.""","""ny\u21c4va""",22,0,-76.627970,37.220386
555,Fri Nov 08 22:18:33 +0000 2019,Fri,22:18:33,2019,Nov 08,1192929426746626048,"my car sounds like it's breaking apart &amp; im trying so hard to ignore it.""","""ny\u21c4va""",22,0,-76.387647,37.220386
555,Fri Nov 08 22:18:33 +0000 2019,Fri,22:18:33,2019,Nov 08,1192929426746626048,"my car sounds like it's breaking apart &amp; im trying so hard to ignore it.""","""ny\u21c4va""",22,0,-76.387647,36.960216
693,Fri Nov 08 12:31:16 +0000 2019,Fri,12:31:16,2019,Nov 08,1192781633742659584,"O mais engra\u00e7ado \u00e9 que se vc n\u00e3o gosta do do lula vc \u00e9 bolsominion se vc n gosta do bonoliro vc \u00e9 petista???? Gent\u2026 https:\/\/t.co\/VjSmzekfn3""","""Goi\u00e2nia uai """,12,1,-49.444853,-16.831871
693,Fri Nov 08 12:31:16 +0000 2019,Fri,12:31:16,2019,Nov 08,1192781633742659584,"O mais engra\u00e7ado \u00e9 que se vc n\u00e3o gosta do do lula vc \u00e9 bolsominion se vc n gosta do bonoliro vc \u00e9 petista???? Gent\u2026 https:\/\/t.co\/VjSmzekfn3""","""Goi\u00e2nia uai """,12,1,-49.444853,-16.453694
693,Fri Nov 08 12:31:16 +0000 2019,Fri,12:31:16,2019,Nov 08,1192781633742659584,"O mais engra\u00e7ado \u00e9 que se vc n\u00e3o gosta do do lula vc \u00e9 bolsominion se vc n gosta do bonoliro vc \u00e9 petista???? Gent\u2026 https:\/\/t.co\/VjSmzekfn3""","""Goi\u00e2nia uai """,12,1,-49.077745,-16.453694
693,Fri Nov 08 12:31:16 +0000 2019,Fri,12:31:16,2019,Nov 08,1192781633742659584,"O mais engra\u00e7ado \u00e9 que se vc n\u00e3o gosta do do lula vc \u00e9 bolsominion se vc n gosta do bonoliro vc \u00e9 petista???? Gent\u2026 https:\/\/t.co\/VjSmzekfn3""","""Goi\u00e2nia uai """,12,1,-49.077745,-16.831871
701,Fri Nov 08 12:31:16 +0000 2019,Fri,12:31:16,2019,Nov 08,1192781633742659584,"O mais engra\u00e7ado \u00e9 que se vc n\u00e3o gosta do do lula vc \u00e9 bolsominion se vc n gosta do bonoliro vc \u00e9 petista???? Gent\u2026 https:\/\/t.co\/VjSmzekfn3""","""Goi\u00e2nia uai """,12,1,-49.444853,-16.831871
701,Fri Nov 08 12:31:16 +0000 2019,Fri,12:31:16,2019,Nov 08,1192781633742659584,"O mais engra\u00e7ado \u00e9 que se vc n\u00e3o gosta do do lula vc \u00e9 bolsominion se vc n gosta do bonoliro vc \u00e9 petista???? Gent\u2026 https:\/\/t.co\/VjSmzekfn3""","""Goi\u00e2nia uai """,12,1,-49.444853,-16.453694
701,Fri Nov 08 12:31:16 +0000 2019,Fri,12:31:16,2019,Nov 08,1192781633742659584,"O mais engra\u00e7ado \u00e9 que se vc n\u00e3o gosta do do lula vc \u00e9 bolsominion se vc n gosta do bonoliro vc \u00e9 petista???? Gent\u2026 https:\/\/t.co\/VjSmzekfn3""","""Goi\u00e2nia uai """,12,1,-49.077745,-16.453694
701,Fri Nov 08 12:31:16 +0000 2019,Fri,12:31:16,2019,Nov 08,1192781633742659584,"O mais engra\u00e7ado \u00e9 que se vc n\u00e3o gosta do do lula vc \u00e9 bolsominion se vc n gosta do bonoliro vc \u00e9 petista???? Gent\u2026 https:\/\/t.co\/VjSmzekfn3""","""Goi\u00e2nia uai """,12,1,-49.077745,-16.831871
735,Sat Nov 09 21:02:18 +0000 2019,Sat,21:02:18,2019,Nov 09,1193272625012850688,"would\u2019ve been OVER IT !""","""chesapeake  virginia """,21,0,-84.321948,33.752879
735,Sat Nov 09 21:02:18 +0000 2019,Sat,21:02:18,2019,Nov 09,1193272625012850688,"would\u2019ve been OVER IT !""","""chesapeake  virginia """,21,0,-84.321948,36.588118
735,Sat Nov 09 21:02:18 +0000 2019,Sat,21:02:18,2019,Nov 09,1193272625012850688,"would\u2019ve been OVER IT !""","""chesapeake  virginia """,21,0,-75.400120,36.588118
735,Sat Nov 09 21:02:18 +0000 2019,Sat,21:02:18,2019,Nov 09,1193272625012850688,"would\u2019ve been OVER IT !""","""chesapeake  virginia """,21,0,-75.400120,33.752879
748,Sat Nov 09 21:26:54 +0000 2019,Sat,21:26:54,2019,Nov 09,1193278818045353984,"@kstaaxx next time we inna car play that shit !""display_text_range:[947]","""ny\u21c4va""",21,0,-76.451006,36.989568
748,Sat Nov 09 21:26:54 +0000 2019,Sat,21:26:54,2019,Nov 09,1193278818045353984,"@kstaaxx next time we inna car play that shit !""display_text_range:[947]","""ny\u21c4va""",21,0,-76.451006,37.112225
748,Sat Nov 09 21:26:54 +0000 2019,Sat,21:26:54,2019,Nov 09,1193278818045353984,"@kstaaxx next time we inna car play that shit !""display_text_range:[947]","""ny\u21c4va""",21,0,-76.273546,37.112225
748,Sat Nov 09 21:26:54 +0000 2019,Sat,21:26:54,2019,Nov 09,1193278818045353984,"@kstaaxx next time we inna car play that shit !""display_text_range:[947]","""ny\u21c4va""",21,0,-76.273546,36.989568
